"objectid","oberflur_nummer","art_txt","subart_txt","verlegejahr","eigentuemer_txt","geometry"
"284","1765","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2682794.5 1250792.8)"
"285","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2678544.8 1251845.1)"
"286","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2678651.2 1252012.2)"
"287","1782","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2682837.8 1250796.6)"
"288","1899","Oberflurhydrant","Zweiarmig","1988","öffentlich","POINT (2682855 1250870)"
"289","1901","Oberflurhydrant","Zweiarmig","1988","öffentlich","POINT (2682882 1250885.1)"
"290","","Unterflurhydrant","Zweiarmig","1952","öffentlich","POINT (2682922.5 1250794)"
"291","1909","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2682924.8 1250739.2)"
"292","1962","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2682864.8 1250673.6)"
"293","","Unterflurhydrant","Zweiarmig","1946","öffentlich","POINT (2682909 1250690)"
"294","","Unterflurhydrant","Zweiarmig","1973","öffentlich","POINT (2680706.8 1250767.2)"
"295","","Unterflurhydrant","Zweiarmig","1971","öffentlich","POINT (2680849.5 1250516.5)"
"296","","Unterflurhydrant","Zweiarmig","1971","öffentlich","POINT (2680780.5 1250607.6)"
"297","","Unterflurhydrant","Zweiarmig","1971","öffentlich","POINT (2680756.8 1250564.9)"
"298","","Unterflurhydrant","Zweiarmig","1976","öffentlich","POINT (2680740.5 1250657.2)"
"299","","Unterflurhydrant","Zweiarmig","1971","öffentlich","POINT (2680658.2 1250768)"
"300","","Unterflurhydrant","Zweiarmig","1971","öffentlich","POINT (2680726.5 1250548.8)"
"301","","Unterflurhydrant","Zweiarmig","1971","öffentlich","POINT (2680676.5 1250588.9)"
"302","1960","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2683590.2 1252237.5)"
"303","","Unterflurhydrant","Zweiarmig","1971","öffentlich","POINT (2680794 1250512.9)"
"304","","Unterflurhydrant","Zweiarmig","1969","öffentlich","POINT (2683308.8 1251552.1)"
"305","","Unterflurhydrant","Zweiarmig","1954","öffentlich","POINT (2680722 1252509.9)"
"306","","Unterflurhydrant","Zweiarmig","1954","öffentlich","POINT (2680788 1252444.6)"
"307","","Unterflurhydrant","Zweiarmig","1954","öffentlich","POINT (2680670.8 1252437.9)"
"308","","Unterflurhydrant","Zweiarmig","1954","öffentlich","POINT (2680830 1252400.6)"
"309","","Unterflurhydrant","Zweiarmig","1953","öffentlich","POINT (2680855 1252356.5)"
"310","","Unterflurhydrant","Zweiarmig","1952","öffentlich","POINT (2680911.2 1252476.2)"
"311","","Unterflurhydrant","Zweiarmig","1953","öffentlich","POINT (2680912 1252326.9)"
"312","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2678312 1252098.2)"
"313","1513","Oberflurhydrant","Zweiarmig","1987","öffentlich","POINT (2678357.2 1252090.5)"
"314","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2678409 1252112.1)"
"315","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2678506.5 1252134)"
"316","1837","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2683655.8 1251324.5)"
"317","","Unterflurhydrant","Zweiarmig","1973","öffentlich","POINT (2683739.5 1251223.6)"
"318","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2683750 1251230.9)"
"319","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2683769.2 1251173.8)"
"320","1999","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2683652.2 1251158.4)"
"321","","Unterflurhydrant","Zweiarmig","1961","öffentlich","POINT (2683729.8 1251132.1)"
"322","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2683757.8 1251118.5)"
"323","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2683769.5 1251120.9)"
"324","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2683758.5 1251072.1)"
"325","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2683770.2 1251077.2)"
"326","1900","Oberflurhydrant","Zweiarmig","1988","öffentlich","POINT (2682915 1250987.8)"
"327","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2678663 1252268.9)"
"328","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2678677 1252085.4)"
"329","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2678604.5 1252110)"
"330","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2678781.2 1252188.2)"
"331","","Unterflurhydrant","Zweiarmig","1965","öffentlich","POINT (2682936.5 1251216.5)"
"332","1896","Oberflurhydrant","Zweiarmig","1988","öffentlich","POINT (2682944.8 1251154.8)"
"333","1965","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2682998.2 1251180)"
"334","","Unterflurhydrant","Zweiarmig","1962","öffentlich","POINT (2683007.2 1253965.5)"
"335","","Unterflurhydrant","Zweiarmig","1932","öffentlich","POINT (2683083.5 1253950.8)"
"337","","Unterflurhydrant","Zweiarmig","1974","öffentlich","POINT (2683006.2 1253818)"
"338","","Unterflurhydrant","Zweiarmig","1974","öffentlich","POINT (2683111 1253761.8)"
"339","","Unterflurhydrant","Zweiarmig","1974","öffentlich","POINT (2683078.8 1253825.4)"
"340","","Unterflurhydrant","Zweiarmig","1974","öffentlich","POINT (2683144.5 1253844.6)"
"341","1793","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2682660 1250979.6)"
"342","1795","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2682617.5 1251044.8)"
"343","1848","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2682606 1251029.4)"
"344","1856","Oberflurhydrant","Zweiarmig","1987","öffentlich","POINT (2682647.5 1251138.1)"
"345","1806","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2682562 1251127)"
"346","1852","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2682496 1251193.6)"
"347","1812","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2682483.8 1251243.5)"
"348","","Unterflurhydrant","Zweiarmig","1945","öffentlich","POINT (2682687.2 1251254.5)"
"349","","Unterflurhydrant","Zweiarmig","1966","öffentlich","POINT (2682382.5 1250979.9)"
"350","","Unterflurhydrant","Zweiarmig","1966","öffentlich","POINT (2682309.5 1251038.9)"
"351","","Unterflurhydrant","Zweiarmig","1966","öffentlich","POINT (2682193.5 1251129.1)"
"352","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2682670.5 1251685.4)"
"353","1829","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2685731 1251400.9)"
"354","1956","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2682536.8 1251600.2)"
"355","1957","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2682473 1251616.1)"
"356","1591","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2679068.2 1250519.4)"
"357","1590","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2679116.5 1250556.2)"
"358","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2679024 1250886.1)"
"359","","Unterflurhydrant","Zweiarmig","1962","öffentlich","POINT (2678880.8 1250824.9)"
"360","1835","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2684535.2 1251254)"
"361","","Unterflurhydrant","Zweiarmig","1926","öffentlich","POINT (2681610.8 1251117.5)"
"362","","Unterflurhydrant","Zweiarmig","1970","öffentlich","POINT (2680820 1251746.5)"
"363","","Unterflurhydrant","Zweiarmig","1970","öffentlich","POINT (2680740.2 1251763.1)"
"364","","Unterflurhydrant","Zweiarmig","1968","öffentlich","POINT (2680838.8 1251887.6)"
"365","","Unterflurhydrant","Zweiarmig","1968","öffentlich","POINT (2680726.8 1251877.2)"
"366","","Unterflurhydrant","Zweiarmig","1968","öffentlich","POINT (2680684.8 1251903.1)"
"367","","Unterflurhydrant","Zweiarmig","1968","öffentlich","POINT (2680649.5 1251934.6)"
"368","1773","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2683097.5 1250716.6)"
"369","","Unterflurhydrant","Zweiarmig","1947","öffentlich","POINT (2683156.8 1250752.1)"
"370","","Unterflurhydrant","Zweiarmig","1945","öffentlich","POINT (2683270.2 1250650.4)"
"371","","Unterflurhydrant","Zweiarmig","1945","öffentlich","POINT (2683239.2 1250696.2)"
"372","","Unterflurhydrant","Zweiarmig","1945","öffentlich","POINT (2683208.2 1250742.8)"
"373","","Unterflurhydrant","Zweiarmig","1944","öffentlich","POINT (2683306.5 1250553.8)"
"374","1946","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2683325 1250577.5)"
"375","","Unterflurhydrant","Zweiarmig","1974","öffentlich","POINT (2683949 1250673.2)"
"376","","Unterflurhydrant","Zweiarmig","1944","öffentlich","POINT (2683335.2 1250612)"
"377","","Unterflurhydrant","Zweiarmig","1945","öffentlich","POINT (2683251.2 1250785.4)"
"378","1969","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2683119.5 1250924.4)"
"379","","Unterflurhydrant","Zweiarmig","1965","öffentlich","POINT (2682096 1251183.1)"
"380","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2678876.8 1250961.8)"
"381","","Unterflurhydrant","Zweiarmig","1953","öffentlich","POINT (2678930 1250944.6)"
"382","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2678958.5 1250908)"
"383","","Unterflurhydrant","Zweiarmig","1958","öffentlich","POINT (2683872.2 1250713.4)"
"384","","Unterflurhydrant","Zweiarmig","1950","öffentlich","POINT (2679121.2 1250966.8)"
"385","","Unterflurhydrant","Zweiarmig","1958","öffentlich","POINT (2683772.8 1250774.8)"
"386","1794","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2683620.8 1251404.8)"
"387","","Unterflurhydrant","Zweiarmig","1975","öffentlich","POINT (2680573.2 1252546.1)"
"388","1639","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2679292 1251345.1)"
"389","","Unterflurhydrant","Zweiarmig","1945","öffentlich","POINT (2679320.2 1251432.6)"
"390","","Unterflurhydrant","Zweiarmig","1962","öffentlich","POINT (2683197 1253797.2)"
"391","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2678878.8 1251880.2)"
"392","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2678867.5 1251986)"
"393","1750","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2678830.2 1251988.5)"
"394","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2678860.5 1252061.4)"
"395","","Unterflurhydrant","Zweiarmig","1959","öffentlich","POINT (2680322.2 1250910.8)"
"396","","Unterflurhydrant","Zweiarmig","1959","öffentlich","POINT (2680263 1250941.8)"
"397","","Unterflurhydrant","Zweiarmig","1953","öffentlich","POINT (2679342.2 1251393.5)"
"398","","Unterflurhydrant","Zweiarmig","1973","öffentlich","POINT (2680158 1251004.8)"
"399","","Unterflurhydrant","Zweiarmig","1956","öffentlich","POINT (2680091 1251047.2)"
"400","","Unterflurhydrant","Zweiarmig","1966","öffentlich","POINT (2680168.5 1250910.8)"
"401","","Unterflurhydrant","Zweiarmig","1970","öffentlich","POINT (2680113.8 1250942.9)"
"402","","Unterflurhydrant","Zweiarmig","1970","öffentlich","POINT (2680051.8 1250955.9)"
"403","","Unterflurhydrant","Zweiarmig","1976","öffentlich","POINT (2680555 1252606.1)"
"404","","Unterflurhydrant","Zweiarmig","1970","öffentlich","POINT (2680510 1252606.1)"
"405","","Unterflurhydrant","Zweiarmig","1938","öffentlich","POINT (2680317.2 1251068.2)"
"406","","Unterflurhydrant","Zweiarmig","1954","öffentlich","POINT (2680464.8 1252646.8)"
"407","","Unterflurhydrant","Zweiarmig","1971","öffentlich","POINT (2679993.8 1250978.1)"
"408","","Unterflurhydrant","Zweiarmig","1971","öffentlich","POINT (2679932.5 1250980.5)"
"409","1631","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2679877.2 1250926.9)"
"410","1640","Oberflurhydrant","Zweiarmig","1988","öffentlich","POINT (2679259.2 1251415.6)"
"411","","Unterflurhydrant","Zweiarmig","1956","öffentlich","POINT (2679902.8 1251110.2)"
"412","","Unterflurhydrant","Zweiarmig","1955","öffentlich","POINT (2679840.5 1251130.4)"
"413","","Unterflurhydrant","Zweiarmig","1954","öffentlich","POINT (2679797.8 1251220.9)"
"414","","Unterflurhydrant","Zweiarmig","1956","öffentlich","POINT (2679844 1251209.6)"
"415","1863","Oberflurhydrant","Zweiarmig","1987","öffentlich","POINT (2680318.5 1252716.1)"
"416","","Unterflurhydrant","Zweiarmig","1953","öffentlich","POINT (2680380.2 1252690.5)"
"417","","Unterflurhydrant","Zweiarmig","1982","öffentlich","POINT (2680420.5 1252650.6)"
"418","1633","Oberflurhydrant","Zweiarmig","1988","öffentlich","POINT (2679695.2 1250963.6)"
"419","","Unterflurhydrant","Zweiarmig","1960","öffentlich","POINT (2679550.5 1250911.6)"
"420","1634","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2679612.8 1251007.2)"
"421","1635","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2679547.8 1251066)"
"422","1641","Oberflurhydrant","Zweiarmig","1988","öffentlich","POINT (2679184.2 1251484.1)"
"423","1636","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2679469.2 1251108.9)"
"424","","Unterflurhydrant","Zweiarmig","1954","öffentlich","POINT (2679603.5 1251209)"
"425","2530","Oberflurhydrant","Zweiarmig","1992","öffentlich","POINT (2678593 1251011.6)"
"426","","Unterflurhydrant","Zweiarmig","1954","öffentlich","POINT (2679563.2 1251250.4)"
"427","","Unterflurhydrant","Zweiarmig","1953","öffentlich","POINT (2679507.8 1251270.2)"
"428","1964","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2683067 1251109.6)"
"429","1963","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2683151.8 1251035.8)"
"430","1985","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2683208.8 1250975.8)"
"431","","Unterflurhydrant","Zweiarmig","1971","öffentlich","POINT (2680594.5 1251791.9)"
"432","","Unterflurhydrant","Zweiarmig","1947","öffentlich","POINT (2680523.8 1251801)"
"433","","Unterflurhydrant","Zweiarmig","1964","öffentlich","POINT (2680393.2 1251873.4)"
"434","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2678847.5 1252202)"
"435","1881","Oberflurhydrant","Zweiarmig","1988","öffentlich","POINT (2682558.5 1251778.2)"
"436","1589","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2679210 1250493.9)"
"437","","Unterflurhydrant","Zweiarmig","1959","öffentlich","POINT (2679284.2 1250515.2)"
"438","","Unterflurhydrant","Zweiarmig","1959","öffentlich","POINT (2679238.2 1250549.5)"
"439","","Unterflurhydrant","Zweiarmig","1963","öffentlich","POINT (2679696.5 1253076.5)"
"440","","Unterflurhydrant","Zweiarmig","1963","öffentlich","POINT (2679669.8 1253022.4)"
"441","","Unterflurhydrant","Zweiarmig","1963","öffentlich","POINT (2679757.5 1253085.5)"
"442","","Unterflurhydrant","Zweiarmig","1971","öffentlich","POINT (2679818 1253019.1)"
"443","","Unterflurhydrant","Zweiarmig","1971","öffentlich","POINT (2679784.8 1253046.1)"
"444","1814","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2679868.5 1253078.2)"
"445","954","Oberflurhydrant","Zweiarmig","1984","öffentlich","POINT (2679917.8 1253037.1)"
"446","1804","Oberflurhydrant","Zweiarmig","1984","öffentlich","POINT (2679969.8 1252999.9)"
"447","1845","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2680011 1252990.4)"
"448","1813","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2679812.5 1253084.8)"
"449","1984","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2683899.8 1251279.5)"
"450","1838","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2683833.2 1251311)"
"451","","Unterflurhydrant","Zweiarmig","1963","öffentlich","POINT (2679959.2 1252558.8)"
"452","1992","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2683838 1251003.9)"
"453","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2683761.2 1250982)"
"454","","Unterflurhydrant","Zweiarmig","1973","öffentlich","POINT (2683745 1250974.9)"
"455","","Unterflurhydrant","Zweiarmig","1969","öffentlich","POINT (2679841.5 1252859.9)"
"456","","Unterflurhydrant","Zweiarmig","1969","öffentlich","POINT (2679901.8 1252848.8)"
"457","","Unterflurhydrant","Zweiarmig","1969","öffentlich","POINT (2679951.5 1252815.4)"
"458","","Unterflurhydrant","Zweiarmig","1969","öffentlich","POINT (2680016.5 1252840.8)"
"459","","Unterflurhydrant","Zweiarmig","1978","öffentlich","POINT (2679972.5 1252732)"
"460","","Unterflurhydrant","Zweiarmig","1969","öffentlich","POINT (2679843.2 1251486.2)"
"461","","Unterflurhydrant","Zweiarmig","1970","öffentlich","POINT (2679767 1252897.9)"
"462","","Unterflurhydrant","Zweiarmig","1969","öffentlich","POINT (2679790 1251440.6)"
"463","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2683506 1251714)"
"464","1643","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2679048.8 1251605.4)"
"465","2784","Oberflurhydrant","Zweiarmig","1993","öffentlich","POINT (2684969.2 1251723.4)"
"466","","Unterflurhydrant","Zweiarmig","1959","öffentlich","POINT (2679187.5 1250594.2)"
"467","","Unterflurhydrant","Zweiarmig","1934","öffentlich","POINT (2683406.2 1252530.9)"
"468","1524","Oberflurhydrant","Zweiarmig","1987","öffentlich","POINT (2679164 1250818.6)"
"469","1532","Oberflurhydrant","Zweiarmig","1987","öffentlich","POINT (2679220.5 1250827)"
"470","1537","Oberflurhydrant","Zweiarmig","1987","öffentlich","POINT (2679252.2 1250804.6)"
"471","1533","Oberflurhydrant","Zweiarmig","1987","öffentlich","POINT (2679331.8 1250807.5)"
"472","","Unterflurhydrant","Zweiarmig","1941","öffentlich","POINT (2679338.5 1250859.8)"
"473","","Unterflurhydrant","Zweiarmig","1941","öffentlich","POINT (2679297.5 1250872.8)"
"474","1534","Oberflurhydrant","Zweiarmig","1987","öffentlich","POINT (2679411.8 1250783.5)"
"475","","Unterflurhydrant","Zweiarmig","1951","öffentlich","POINT (2679379 1251097.4)"
"476","","Unterflurhydrant","Zweiarmig","1951","öffentlich","POINT (2679353.5 1251135.4)"
"477","2501","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2679453.2 1250894.9)"
"478","1551","Oberflurhydrant","Zweiarmig","1988","öffentlich","POINT (2679510.5 1250730.2)"
"479","1544","Oberflurhydrant","Zweiarmig","1987","öffentlich","POINT (2679503.8 1250754.1)"
"480","607","Oberflurhydrant","Zweiarmig","1981","öffentlich","POINT (2679590.8 1250727.8)"
"481","606","Oberflurhydrant","Zweiarmig","1981","öffentlich","POINT (2679621 1250702.8)"
"482","605","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2679683.8 1250705.9)"
"483","604","Oberflurhydrant","Zweiarmig","1981","öffentlich","POINT (2679699.5 1250688)"
"484","1638","Oberflurhydrant","Zweiarmig","1988","öffentlich","POINT (2679347.2 1251254.6)"
"485","1637","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2679413.2 1251179.4)"
"486","","Unterflurhydrant","Zweiarmig","1971","öffentlich","POINT (2679742.5 1250626.2)"
"487","1910","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2682470.5 1251902.5)"
"488","","Unterflurhydrant","Zweiarmig","1985","öffentlich","POINT (2682464.2 1251972.5)"
"489","","Unterflurhydrant","Zweiarmig","1976","öffentlich","POINT (2682526.5 1251962.8)"
"490","","Unterflurhydrant","Zweiarmig","1969","öffentlich","POINT (2679724.8 1251468.4)"
"491","","Unterflurhydrant","Zweiarmig","1969","öffentlich","POINT (2679672.5 1251426)"
"492","","Unterflurhydrant","Zweiarmig","1969","öffentlich","POINT (2679692.5 1251373.1)"
"493","1938","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2682601.8 1251959.1)"
"494","","Unterflurhydrant","Zweiarmig","1949","öffentlich","POINT (2679447.8 1251300.5)"
"495","","Unterflurhydrant","Zweiarmig","1942","öffentlich","POINT (2677925.8 1249669.6)"
"496","1983","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2683893.5 1251181.6)"
